author,content,description,publishedAt,source,title,url,urlToImage
"Dimitri Zabelin, Junior Currency Analyst, Dimitri Zabelin","TALKING POINTS USDBRL, IBOVESPA, EWZ, BOLSONARO, BRAZIL PENSION REFORMS
USDBRL rapidly retreats from 7-month high will it continue? 
Local PMI data may sour sentiment and reverse USDBRL fall
Rising optimism about pension reform may boost local markets
See… [+2748 chars]",The Brazilian Real and Ibovespa will be closely watching the release of local PMI data against the backdrop of growing optimism over the progress in local pension reforms.,2019-06-04T22:22:00Z,"{'id': None, 'name': 'Dailyfx.com'}","BRL, Ibvoespa Rise on Pension Reform Optimism - PMI Data in Focus",https://www.dailyfx.com/forex/market_alert/2019/06/04/BRL-Ibvoespa-Rise-on-Pension-Reform-Optimism-PMI-Data-in-Focus.html,https://a.c-dn.net/b/4sJNg7/headline_iStock-486572101.jpg
"No Author, No Author","BRASILIA - Deforestation of the Amazon rain forest in Brazil sped up in May to the fastest rate in a decade, according to data from an early-warning satellite system, as experts pointed to activity by illegal loggers encouraged by the easing of environmental … [+2736 chars]","Deforestation of the Amazon rain forest in Brazil sped up in May to the fastest rate in a decade, according to data from an early-warning satellite system,",2019-06-04T20:42:06Z,"{'id': None, 'name': 'Japantimes.co.jp'}",Satellite data show Amazon deforestation rising under Brazil’s Bolsonaro,https://www.japantimes.co.jp/news/2019/06/05/world/science-health-world/satellite-data-show-amazon-deforestation-rising-brazils-bolsonaro/,https://cdn.japantimes.2xx.jp/wp-content/uploads/2019/06/f-deforest-a-20190606-870x580.jpg
,"June 4, 2019
BRASILIA (Reuters) – Brazil’s right-wing President Jair Bolsonaro received the diplomatic credentials of Venezuelan opposition leader Juan Guaido’s envoy to Brazil, formally recognizing her as the ambassador of the neighboring country.
Ambassad… [+1827 chars]","BRASILIA - Brazil's right-wing President Jair Bolsonaro received the diplomatic credentials of Venezuelan opposition leader Juan Guaido's envoy to Brazil, formally recognizing her as the",2019-06-04T22:50:27Z,"{'id': None, 'name': 'Oann.com'}",Brazil's Bolsonaro formally recognizes Venezuelan opposition envoy,https://www.oann.com/brazils-bolsonaro-formally-recognizes-venezuelan-opposition-envoy/,
The Star Online,"SAO PAULO (Reuters) - Brazilian President Jair Bolsonaro introduced a bill seeking to loosen restrictions for drivers on Tuesday, sparking criticism from the head of the congressional committee in charge of analysing a major pension system overhaul.
Marcelo … [+1570 chars]","SAO PAULO (Reuters) - Brazilian President Jair Bolsonaro introduced a bill seeking to loosen restrictions for drivers on Tuesday, sparking criticism from the head of the congressional committee in charge of analysing a major pension system overhaul.",2019-06-04T17:38:29Z,"{'id': None, 'name': 'Thestar.com.my'}","Bolsonaro eyes bill for drivers, sparking criticism as Brazil debates pensions",http://www.thestar.com.my/news/world/2019/06/05/bolsonaro-eyes-bill-for-drivers-sparking-criticism-as-brazil-debates-pensions/,https://www.thestar.com.my/~/media/online/2019/06/04/17/38/20190604t173442z_1_lynxnpef531ml_rtroptp_4_brazilpolitics.ashx/?w=620&h=413&crop=1&hash=A23A8AC504872707FAD82956D7C196A859D16AA5
Reuters Editorial,"SAO PAULO (Reuters) - Brazilian President Jair Bolsonaro introduced a bill seeking to loosen restrictions for drivers on Tuesday, sparking criticism from the head of the congressional committee in charge of analysing a major pension system overhaul. 
Marcelo… [+1570 chars]","Brazilian President Jair Bolsonaro introduced a bill seeking to loosen restrictions for drivers on Tuesday, sparking criticism from the head of the congressional committee in charge of analysing a major pension system overhaul.",2019-06-04T17:34:42Z,"{'id': 'reuters', 'name': 'Reuters'}","Bolsonaro eyes bill for drivers, sparking criticism as Brazil debates pensions",https://af.reuters.com/article/worldNews/idAFKCN1T52E8,https://s3.reutersmedia.net/resources/r/?m=02&d=20190604&t=2&i=1394330069&w=1200&r=LYNXNPEF531ML
Andrew Hecht,"After falling to the lowest price in a decade in September at 9.83 cents per pound, the price of world, free-market sugar recovered to a high at 14.24 cents in October, a rise of 44.9% in only one month. Sugar had declined from a high at 23.90 cents in Octobe… [+10271 chars]",A new low led to a pair of bullish reversals. A bearish trend in the weekly chart. A recovery in the Brazilian currency and the ethanol futures market. Levels t,2019-06-04T10:00:00Z,"{'id': None, 'name': 'Seekingalpha.com'}",Is Sugar Going To Surprise On The Upside?,https://seekingalpha.com/article/4268006-sugar-going-surprise-upside,https://static3.seekingalpha.com/images/marketing_images/health_medical/sugar_salt_spoon_diabetes.jpeg
Juan Cole,"Ann Arbor (Informed Comment) – I grew up in the shadow of World War II. It ended only seven years before I was born. I had an uncle who had been at the Battle of the Bulge. My father was too young to serve, but was inspired by the fight against fascism and jo… [+3913 chars]","Ann Arbor (Informed Comment) - I grew up in the shadow of World War II. It ended only seven years before I was born. I had an uncle who had been at the Battle of the Bulge. My father was too young to serve, but was inspired by the fight against fascism and jo…",2019-06-04T06:12:03Z,"{'id': None, 'name': 'Juancole.com'}","On Anniversary of D-Day: Would Trump have bothered, or Been on Other Side?",https://www.juancole.com/2019/06/anniversary-would-bothered.html,https://www.juancole.com/images/2019/06/on-anniversary-of-d-day-would-tr.jpg
"Zoe Gardner, Zoe Gardner","The blimp, the robot on the toilet and the photoshopped state visit pictures might make it seem like the protest which will greet the US president today is all about him. But its about something far more important than that.
Donald Trump would be enough of a… [+6743 chars]","It's no surprise Trump has hinted he may meet with his ""friends"" Farage and Johnson as part of his visit. This has turned into a network of the wealthy, powerful and bigoted",2019-06-04T09:11:28Z,"{'id': 'independent', 'name': 'Independent'}","Our protest against Donald Trump is about far more than a crass, bigoted US president",https://www.independent.co.uk/voices/trump-uk-state-visit-protest-blimp-robot-toilet-queen-theresa-may-a8943141.html,https://static.independent.co.uk/s3fs-public/thumbnails/image/2019/06/04/10/trump-baby-blimp.jpg
Dave Keating,"The US president’s gambit to make the Paris Agreement collapse failed. Now China and Russia are taking advantage of the power vacuum left by the US to shape the accord’s rules and show no signs of wavering on commitments.
In June 2017, when Donald Trump anno… [+5235 chars]",The US president's gambit to make the Paris Agreement collapse failed. Now China and Russia are taking advantage of the power vacuum left by the US to shape the accord's rules - and show no signs of wavering on commitments.,2019-06-04T06:42:18Z,"{'id': None, 'name': 'Euractiv.com'}","As America retreats on climate, China and Russia confirm commitments",http://www.euractiv.com/section/energy/news/as-america-retreats-on-climate-china-and-russia-confirm-commitments/,https://www.euractiv.com/wp-content/uploads/sites/2/2018/06/jinping-putin-800x450.jpg
F1Mania,"Helmut Marko minimizou as chances de Nico Hulkenberg substituir Pierre Gasly na Red Bull.
O começo de Gasly na Red Bull desde que foi promovido da Toro Rosso não foi o ideal. No entanto, nas últimas corridas, o piloto francês mostrou alguns sinais de melhora… [+1064 chars]","Helmut Marko minimizou as chances de Nico Hulkenberg substituir Pierre Gasly na Red Bull.<div class=""relatedcontent"" data-cms=""%7B%22title%22%3A%20%22jm1",2019-06-04T10:31:35Z,"{'id': None, 'name': 'Terra.com.br'}","Marko sobre troca de Gasly por Hulkenberg: ""Um absurdo por completo""","https://www.terra.com.br/esportes/automobilismo/f1mania/marko-sobre-troca-de-gasly-por-hulkenberg-um-absurdo-por-completo,68d88c5b4e2654f8b64805d2304a7ad8d1v5aj4i.html",http://p2.trrsf.com/image/fget/cf/800/450/middle/images.terra.com/2019/06/04/jm1828oc1315184-3456-rgb-l.jpg
Mike Rivero,"Darkness fell over the São Paulo skyline. Like most cities, dusk brings the evening commute, but this one is a little different. One by one, all across the business district, helicopters lifted off buildings and roared into the humid night sky.
São Paulo has… [+33719 chars]","Darkness fell over the São Paulo skyline. Like most cities, dusk brings the evening commute, but this one is a little different. One by one, all across the business district, helicopters lifted off buildings and roared into the humid night sky. São Paulo has …",2019-06-03T17:08:49Z,"{'id': None, 'name': 'Unz.com'}",Racial Politics in Latin America,http://www.unz.com/article/racial-politics-in-latin-america/,http://www.unz.com/wp-content/uploads/2019/06/1-Header-Rio-Wikimedia-Commons.jpg
,"In the 1930s, capitalism needed a Plan B. Faced with mass disaffection after the financial crash of 1929, and a growing communist movement which threatened to nationalise property and expropriate profits, capital faced an unprecedented, existential crisis.
F… [+6505 chars]","The left needs to end its sectarianism. Broad alliances and radical policies are required urgently... In the 1930s, capitalism needed a ‘Plan B’. Faced with mass disaffection after the financial crash of 1929, and a growing communist movement which threatened…",2019-06-03T13:15:20Z,"{'id': None, 'name': 'Commondreams.org'}","This May Feel Like the 1930s, But History Doesn’t Have to Repeat Itself",https://www.commondreams.org/views/2019/06/03/may-feel-1930s-history-doesnt-have-repeat-itself,https://www.commondreams.org/sites/default/files/views-article/thumbs/trump_baby_0.jpeg
Alfred Joyner,"A video game which allows you to play as President Donald Trump gunning down migrants, feminists and Antifa has been blasted on social media as ""sick"" and ""appalling.""
Jesus Strikes Back: Judgment Day is a PC shooter that allows you play as Jesus Christ alon… [+3153 chars]","""Jesus Strikes Back: Judgment Day"" is a PC shooter that allows you to play as Trump, Hitler and the Christchurch Mosque gunman.",2019-06-03T09:55:58Z,"{'id': 'newsweek', 'name': 'Newsweek'}","Anger Over 'Sick' Video Game That Allows You to Play As Trump Gunning Down Migrants, Feminists and Antifa",https://www.newsweek.com/anger-over-sick-video-game-that-allows-you-play-trump-gunning-down-migrants-feminists-antifa-1441745,https://d.newsweek.com/en/full/1500061/donald-trump-jesus-strikes-back.png
Anonymous,,"A new brand of ethno-nationalist politician wants to make society harmonious again – and return us to a period that never existed. "" data-adaptive-image-768-img="" "" data-adaptive-image-1024-img="" "" data-adaptive-image-max-img="" ""> In 2017, the word “déclinism…",2019-06-03T07:00:00Z,"{'id': None, 'name': 'Newstatesman.com'}",In search of lost time: how nostalgia broke politics,https://www.newstatesman.com/2019/06/search-lost-time-how-nostalgia-broke-politics,https://www.newstatesman.com/sites/default/files/styles/nodeimage/public/blogs_2019/05/87e0f050-e423-4b69-8434-309421ad6395.jpg?itok=rWGiRici
Joel Stronberg,"Volume 1 , June 3, 2019,  Issue 5                                    
Tariff tirades. The House and Senate are back from their week of district workdays. Theyve come back to a growing list of to-dos in an atmosphere of contention within and between both part… [+13910 chars]",The House and Senate are back from their week of district workdays. They’ve come back to a growing list of to-do’s in an atmosphere of contention within and between both parties and between Congress and the White House.,2019-06-03T10:55:04Z,"{'id': None, 'name': 'Resilience.org'}",Climate Politics/Capitol Light Newsletter Issue 5,https://www.resilience.org/stories/2019-06-03/climate-politics-capitol-light-newsletter-issue-5/,https://www.resilience.org/wp-content/uploads/2019/05/2058930811.jpg
Joel Stronberg,"Tariff tirades. The House and Senate are back from their week of district workdays. Theyve come back to a growing list of to-dos in an atmosphere of contention within and between both parties and between Congress and the White House. 
Trumps decision to slap… [+13797 chars]",Tariff tirades. The House and Senate are back from their week of district workdays. They’ve come back to a growing list of to-do’s in an atmosphere of contention within and between both parties and between Congress and the White House. Trump’s decision to sla…,2019-06-03T01:29:41Z,"{'id': None, 'name': 'Energycentral.com'}",Climate Politics/Capitol Light Vol 1 Issue 5,https://www.energycentral.com/c/ec/climate-politicscapitol-light-vol-1-issue-5?utm_source=PANTHEON_STRIPPED&amp;utm_medium=PANTHEON_STRIPPED&amp;utm_campaign=PANTHEON_STRIPPED,
EAF editors,"Author: Editorial Board, ANU
President Rodrigo Duterte emerged from the mid-term elections, two weeks ago, as the dominant force in Philippine politics, wiping out potential opposition in the Senate and emerging triumphant across all levels of government. Ri… [+6328 chars]","Author: Editorial Board, ANU President Rodrigo Duterte emerged from the mid-term elections, two weeks ago, as the dominant force in Philippine politics, wiping out potential opposition in the Senate and emerging triumphant across all levels of government. Rig…",2019-06-03T02:00:09Z,"{'id': None, 'name': 'Eastasiaforum.org'}",Duterte’s mid-term victory and the global shift to the radical right,https://www.eastasiaforum.org/2019/06/03/dutertes-mid-term-victory-and-the-global-shift-to-the-radical-right/,https://www.eastasiaforum.org/wp-content/uploads/2019/06/2018-04-19T125208Z_1301827290_RC1A51C31200_RTRMADP_3_PHILIPPINES-DRUGS.jpg
mirrornews@mirror.co.uk (Kevin Maguire),"Let's call bullying Donald Trump what he really is an enemy of Britain.
The deranged US liar-in-chief has set himself up as a puppeteer to ­manipulate our country.
The America First nationalist who treats our country as a second-rate colony is no friend of … [+2012 chars]",Manipulator and bully Trump has tried to dictate who becomes Prime Minister and now we're supposed to welcome him,2019-06-02T21:12:54Z,"{'id': 'mirror', 'name': 'Mirror'}",Kevin Maguire: Puppet master Donald Trump is no friend of Britain,https://www.mirror.co.uk/news/politics/kevin-maguire-puppet-master-donald-16244245,https://i2-prod.mirror.co.uk/incoming/article16243981.ece/ALTERNATES/s1200/0_MaguireTrumpPuppets.jpg
,"Neymar has been accused of raping a woman in Paris last month, according to a Brazilian police document.
Following the revelation on Saturday, the superstar player published a 7-minute video on Instagram that included a long WhatsApp conversation he says he … [+4500 chars]","Neymar accused of rape, calls incident a 'setup' ESPN Brazil Football Star Neymar Accused Of Raping Woman In Paris: Reports NDTV News Neymar faces rape accusations, father says player set up India Today Woman Accuses Neymar Of Raping Her In Paris; ""Blackmail""…",2019-06-02T04:52:54Z,"{'id': None, 'name': 'Espn.in'}","Neymar accused of rape, calls incident a 'setup' - ESPN",http://www.espn.in/football/neymar/story/3866374/neymar-accused-of-rapecalls-incident-a-setup,https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0313%2Fr513764_1296x729_16%2D9.jpg
Associated Press,"Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings.
SUBSCRIBE
June 2, 2019, 5:13 AM UTC
A Brazilian police document says an unidentified woman has accused soccer star Neymar da Silva Santos Júnior of … [+3631 chars]",The Brazilian striker defended himself on Instagram in a 7-minute video that includes WhatsApp messages he says were exchanged with the accuser days later.,2019-06-02T05:13:47Z,"{'id': 'nbc-news', 'name': 'NBC News'}","Neymar accused of rape, player says he was set up",https://www.nbcnews.com/news/world/woman-accuses-neymar-rape-player-says-he-was-set-n1012831,https://media4.s-nbcnews.com/j/newscms/2019_22/2880331/190601-brazil_soccer_copa_america_35983-kf_de1b78742496ec694785556849194229.nbcnews-fp-1200-630.JPG
AP | PTI,"A Brazilian police document says an unidentified woman has accused soccer star Neymar of raping her in Paris last month.
After the revelation, the player used Instagram to publish a 7-minute video that includes WhatsApp messages he says he exchanged with the… [+4477 chars]","Neymar's father said he has evidence that his son was blackmailed, including pictures and witnesses",2019-06-02T09:20:00Z,"{'id': None, 'name': 'Business-standard.com'}","Woman accuses Neymar of rape, player says the incident was a 'set up'",https://www.business-standard.com/article/pti-stories/woman-accuses-neymar-of-rape-player-says-he-was-set-up-119060200287_1.html,https://bsmedia.business-standard.com/_media/bs/img/article/2016-07/29/full/1469812048-7893.jpg
mgiongco,"Brazil’s soccer player Neymar runs for the ball during a practice session at the Granja Comary training center ahead of the Copa America tournament, in Teresopolis, Brazil, Tuesday, May 28, 2019. (AP Photo/Leo Correa)
A Brazilian police document says an unid… [+4271 chars]",A Brazilian police document says an unidentified woman has accused soccer star Neymar of raping her in Paris last month. The player’s father calls the incident “a setup” against his son. The document obtained by The Associated Press on Saturday says the incid…,2019-06-02T04:36:47Z,"{'id': None, 'name': 'Inquirer.net'}","Woman accuses Neymar of rape, father says player set up",https://sports.inquirer.net/351830/woman-accuses-neymar-of-rape-father-says-player-set-up,https://sports.inquirer.net/files/2019/06/neymar-ap-1-620x413.jpeg
Mauricio Savarese,"A Brazilian police document says an unidentified woman has accused soccer star Neymar of raping her in Paris last month. After the revelation, the player used Instagram to publish a 7-minute video that includes WhatsApp messages he says he exchanged with the … [+4541 chars]","A Brazilian police document says an unidentified woman has accused soccer star Neymar of raping her in Paris last month. After the revelation, the player used Instagram to publish a 7-minute video that includes WhatsApp messages he says he exchanged with the …",2019-06-02T05:25:00Z,"{'id': None, 'name': 'Chicagotribune.com'}",Soccer star Neymar accused of raping woman in Paris hotel,https://www.chicagotribune.com/sports/soccer/ct-spt-neymar-rape-accusation-20190602-story.html,https://www.trbimg.com/img-5cf35e23/turbine/ct-spt-neymar-rape-accusation-20190602
AP,"Santos said Neymar had consensual sexual relations with the accuser and was blackmailed by her lawyer after they broke up. (Reuters/File)
A Brazilian police document says an unidentified woman has accused soccer star Neymar of raping her in Paris last month.… [+3993 chars]","Neymar's father said he has evidence that his son was blackmailed, including pictures and witnesses, but did not show either in the interview. He also said his son is already preparing his defense for a legal case if needed.",2019-06-02T02:30:28Z,"{'id': None, 'name': 'Indianexpress.com'}","Brazilian soccer Neymar accused of rape, father says player set up",https://indianexpress.com/article/sports/football/brazilian-soccer-neymar-accused-of-rape-father-says-player-set-up-5760800/,https://images.indianexpress.com/2018/09/neymar-7593.jpg?w=759
,"Neymar has been accused of raping a woman in Paris last month, according to a Brazilian police document. Meanwhile, the Brazilian superstar's father called it ""a setup"" against his son.
According to the document, obtained by ESPN Brasil, the unidentified wom… [+3450 chars]","Neymar accused of raping woman in Paris ESPN Woman Accuses Neymar Of Raping Her In Paris; ""Blackmail"", Says His Father NDTV News Brazilian soccer Neymar accused of rape, father says player set up The Indian Express Neymar Accused of Raping Woman in Paris, Fat…",2019-06-01T23:04:25Z,"{'id': None, 'name': 'Espn.in'}",Neymar accused of raping woman in Paris - ESPN,http://www.espn.in/football/neymar/story/3866374/neymar-accused-of-raping-woman-in-paris,https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0313%2Fr513764_1296x729_16%2D9.jpg
,"Neymar has been accused of raping a woman in Paris last month, according to a Brazilian police document.
Following the revelation on Saturday, the superstar player published a 7-minute video on Instagram that included a long WhatsApp conversation he says he … [+4367 chars]","According to a police document, the woman said the alleged assault took place on May 15 in a hotel. The woman went to police in Sao Paulo on Friday.",2019-06-02T00:06:11Z,"{'id': None, 'name': 'Espn.com'}","Neymar accused of rape, calls incident a 'setup'",http://www.espn.com/soccer/neymar/story/3866374/neymar-accused-of-rapecalls-it-a-setup,https://a2.espncdn.com/combiner/i?img=%2Fphoto%2F2019%2F0313%2Fr513764_1296x729_16%2D9.jpg
,"BC-SOC--Brazil-Neymar Allegation 3rd Ld-Writethru,712
Woman accuses Neymar of rape, father says player set up
AP Photo XLC106
Eds: Adds details, context. With AP Photos.
A Brazilian police document says an unidentified woman has accused soccer star Neymar… [+4639 chars]","BC-SOC--Brazil-Neymar Allegation 3rd Ld-Writethru,712",2019-06-02T01:29:44Z,"{'id': 'associated-press', 'name': 'Associated Press'}",BC-SOC--Brazil-Neymar Allegation 3rd Ld-Writethru,https://apnews.com/0c48038908de48b89a3d73fcd948b5c3,https://bloximages.newyork1.vip.townnews.com/richmond.com/content/tncms/custom/image/d3d347f2-efa0-11e6-b02b-d30e16810f0d.jpg?resize=600%2C600
clopez,"In the aftermath of the 2019 midterm elections, analysts have debated the reasons for the shocking shutout of the opposition in the senatorial race, offering interpretations that typically confirm the continuing public support for the Duterte brand, but also … [+5553 chars]","In the aftermath of the 2019 midterm elections, analysts have debated the reasons for the shocking shutout The post Alternative to Dutertismo appeared first on Inquirer Opinion.",2019-06-01T21:10:35Z,"{'id': None, 'name': 'Inquirer.net'}",Alternative to Dutertismo,https://opinion.inquirer.net/121718/alternative-to-dutertismo,https://www.inquirer.net/wp-content/uploads/2016/10/new-inq-fb-def.jpg
Sputnik,The snub came as local Brazilian media reported that a number of former military advisers want to pursue a dialogue with Venezuelan President Nicolas Maduro. Venezuela's de jure ambassador continues to fulfil his functions in the Brazilian capital Brasilia.Br… [+2605 chars],The snub came as local Brazilian media reported that a number of former military advisers want to pursue a dialogue with Venezuelan President Nicolas Maduro. Venezuela's de jure ambassador continues to fulfil his functions in the Brazilian capital Brasilia.,2019-06-01T17:32:32Z,"{'id': None, 'name': 'Sputniknews.com'}",Brazil 'Uninvites' Guaido's Envoy Amid Reports of Possible Talks With Maduro,https://sputniknews.com/latam/201906011075541631-brazil-guaido-envoy-maduro-talks-reports/,https://cdn2.img.sputniknews.com/images/107523/72/1075237278.jpg
AFP,"Rio de Janeiro wants to host the Brazilian GP, replacing Interlagos in Sao Paulo. (AFP pic)
RIO DE JANEIRO: The economic and political stakes are high as Rio de Janeiro and Sao Paulo wrestle for the right to host the Brazilian Formula One Grand Prix.
Interl… [+3050 chars]",Interlagos in Sao Paulo hosted the first Brazilian Grand Prix in 1973 and has been home for every edition since 1990.,2019-06-01T03:26:50Z,"{'id': None, 'name': 'Freemalaysiatoday.com'}",Future of Brazilian GP becomes political,https://www.freemalaysiatoday.com/category/sports/2019/06/01/future-of-brazilian-gp-becomes-political/,https://s3media.freemalaysiatoday.com/wp-content/uploads/2019/06/Interlagos-F1-010619-AFP.jpg
,"Former President Barack Obama reportedly told author Richard Wolffe, “‘You know, I actually believe my own bullshit.” So, it is possible that he actually had no idea what he was talking about when he spread blatant lies about US gun control laws to a large ga… [+7091 chars]","Abysmally ignorant or blatant liar? �Either way, Barack Obama is a hideous ex-president.",2019-06-01T05:00:00Z,"{'id': None, 'name': 'Americanthinker.com'}",Obama offers blatant lies about US gun laws in speech given in Brazil,https://www.americanthinker.com/blog/2019/06/obama_offers_blatant_lies_about_us_gun_laws_in_speech_given_in_brazil.html,https://www.americanthinker.com/images/bucket/2019-06/213979.png
Amy Erica Smith,"But US evangelicals have been more loyal to Trump than Brazil’s evangelicals have been to President Bolsonaro, so this move may not work. Speaking at an Assembly of God Pentecostal church this morning, Brazil’s rightist President Jair Bolsonaro opened a new f… [+5849 chars]","But US evangelicals have been more loyal to Trump than Brazil’s evangelicals have been to President Bolsonaro, so this move may not work.",2019-05-31T20:09:58Z,"{'id': None, 'name': 'Vox.com'}",Brazil’s Bolsonaro took a page from US politics by dangling the possibility of an evangelical Supreme Court Justice,https://www.vox.com/mischiefs-of-faction/2019/5/31/18647174/evangelicals-trump-brazil-president-bolsonaro,https://cdn.vox-cdn.com/thumbor/bGHY_KYcZxbd4H8piwz2BljZMGE=/0x287:4000x2381/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/16310954/475866896.jpg.jpg
,"Rio de Janeiro (AFP) - Brazil's jobless rate fell in the latest three-month period, data showed Friday, but the number of people who gave up looking for work hit a record high as the economy totters on the edge of recession.
The grim assessment of Brazil's j… [+2710 chars]","Brazil's jobless rate fell in the latest three-month period, data showed Friday, but the number of people who gave up looking for work hit a record high as the economy totters on the edge of recession. The grim assessment of Brazil's job market came a day aft…",2019-05-31T20:51:41Z,"{'id': None, 'name': 'Yahoo.com'}",Brazil jobless rate falls but record number give up looking,https://news.yahoo.com/brazil-jobless-rate-falls-record-number-looking-205141996.html,https://s.yimg.com/uu/api/res/1.2/RUoa9cYO0RVPR35bIlMAMw--~B/aD02ODI7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_us/News/afp.com/5e607893f49d0a0bc4438c3b4c68c048d4c6b509.jpg
Whitney Tipton,"Former President Barack Obama told a crowd in Brazil Thursday that U.S. gun laws dont make sense because people can buy any weapon, any time.
Obama’s remarks came during an interview at VTEX DAY, a conference in Sao Paulo, Brazil, after he was asked to descr… [+1560 chars]","Former President Barack Obama told a crowd in Brazil Thursday that U.S. gun laws “don’t make sense” because people can buy “any weapon, any time.”... Read More The post Obama Condemns US Gun Laws to Audience in Brazil appeared first on The Daily Signal.",2019-05-31T20:28:46Z,"{'id': None, 'name': 'Dailysignal.com'}",Obama Condemns US Gun Laws to Audience in Brazil,https://www.dailysignal.com/2019/05/31/obama-condemns-us-gun-laws-to-audience-in-brazil/,https://www.dailysignal.com/wp-content/uploads/GettyImages-1072316574.jpg
Allahpundit,"Congratulations to the NRA on the total elimination of U.S. firearms regulations, I guess. I’m late in hearing the news.
Obama tells Brazil crowd: ""Some of you may be aware our gun laws in the United States dont make much sense. Anybody can buy any weapon an… [+2613 chars]","""They can buy it over the Internet, they can buy machine guns."" The post Obama to Brazilian crowd: In the U.S. you can buy any weapon at any time appeared first on Hot Air.",2019-05-31T23:21:49Z,"{'id': None, 'name': 'Hotair.com'}",Obama to Brazilian crowd: In the U.S. you can buy any weapon at any time,https://hotair.com/archives/2019/05/31/obama-brazilian-crowd-u-s-can-buy-weapon-time/,https://hotair.com/wp/wp-content/uploads/2019/05/o-1.jpg
Jim Hoft,,In December populist Brazilian President-elect Jair Bolsonaro announced his plans to allow Brazilians without criminal records to own firearms. The “Trump of the Tropics” made an election promise to fight corruption and crime in the world’s fourth-largest Dem…,2019-06-01T01:47:11Z,"{'id': None, 'name': 'Thegatewaypundit.com'}",CROOKED OBAMA Travels to Brazil to Campaign Against Populist President Bolsonaro’s Pledge to Expand Gun Ownership and Lie About US Gun Laws,https://www.thegatewaypundit.com/2019/05/crooked-obama-travels-to-brazil-to-campaign-against-populist-president-bolsonaros-pledge-to-expand-gun-ownership-and-lie-about-us-gun-laws/,https://www.thegatewaypundit.com/wp-content/uploads/obama-bolsonaro-600x329.jpg
Matthew Heller,"Brazil’s economy contracted in the first quarter of 2019, fueling fears that the country is heading toward another recession.
According to official government data released on Thursday, Brazil’s gross domestic product declined by 0.2% from the previous quart… [+1822 chars]","""There is a very real risk of contraction, which would take the country into a technical recession,"" an economist warns.",2019-05-31T23:47:06Z,"{'id': None, 'name': 'Cfo.com'}",Brazil’s 0.2% GDP Drop Fans Recession Fears,https://www.cfo.com/accounting-tax/2019/05/brazils-0-2-gdp-drop-fans-recession-fears/,
Matthew Heller,"Brazil’s economy contracted in the first quarter of 2019, fueling fears that the country is heading toward another recession.
According to official government data released on Thursday, Brazil’s gross domestic product declined by 0.2% from the previous quart… [+1822 chars]","""There is a very real risk of contraction, which would take the country into a technical recession,"" an economist warns.",2019-05-31T23:47:06Z,"{'id': None, 'name': 'Cfo.com'}",Brazil’s 0.2% GDP Drop Fans Recession Fears,https://www.cfo.com/the-economy/2019/05/brazils-0-2-gdp-drop-fans-recession-fears/,https://cdn.cfo.com/content/uploads/2015/03/brazil-1024x683.jpg
CNA,"RIO DE JANEIRO:  The economic and political stakes are high as Rio de Janeiro and Sao Paulo wrestle for the right to host the Brazilian Formula One Grand Prix.
Interlagos in Sao Paulo hosted the first Brazilian Grand Prix in 1973 and has been home for every … [+3034 chars]",The economic and political stakes are high as Rio de Janeiro and Sao Paulo wrestle for the right to host the Brazilian Formula One Grand Prix.,2019-05-31T20:34:07Z,"{'id': None, 'name': 'Channelnewsasia.com'}","Motor racing"" Future of Brazilian GP becomes political",https://www.channelnewsasia.com/news/sport/motor-racing-future-of-brazilian-gp-becomes-political-11587012,"https://cna-sg-res.cloudinary.com/image/upload/q_auto,f_auto/image/11587010/16x9/991/557/cd18b7df0b032eca2fafc8761d1e39b6/Xw/interlagos-in-sao-paulo-has-hosted-every--brazilian-grand-prix-since-1990-1559334231551-2.jpg"
The Associated Press,"RIO DE JANEIRO - Brazilian President Jair Bolsonaro is blasting the countrys Supreme Court for moving toward declaring homophobia to be a crime like racism.
He spoke Friday at a national convention of the evangelical Assemblies of God Madureira churches and … [+585 chars]",RIO DE JANEIRO - Brazilian President Jair Bolsonaro is blasting the country's Supreme Court for moving toward declaring homophobia to be a crime like racism.,2019-05-31T21:12:55Z,"{'id': None, 'name': 'Thestar.com'}",Bolsonaro blasts Supreme Court over gay rights,https://www.thestar.com/news/world/americas/2019/05/31/bolsonaro-blasts-supreme-court-over-gay-rights.html,https://www.thestar.com/assets/img/thestar-ribbon.png
,"The economic and political stakes are high as Rio de Janeiro and Sao Paulo wrestle for the right to host the Brazilian Formula One Grand Prix.
Interlagos in Sao Paulo hosted the first Brazilian Grand Prix in 1973 and has been home for every edition since 199… [+2967 chars]","The economic and political stakes are high as Rio de Janeiro and Sao Paulo wrestle for the right to host the Brazilian Formula One Grand Prix.The global network of Agence France-Presse covers 151 countriesIf you have news to share or a question, comment o",2019-06-01T01:50:00Z,"{'id': None, 'name': 'Afp.com'}",Future of Brazilian GP becomes political,https://www.afp.com/en/news/3955/future-brazilian-gp-becomes-political-doc-1h43mt1,
